FECHA;HORA;CO_CENTENARIO;NO2_CENTENARIO;PM10_CENTENARIO;CO_CORDOBA;NO2_CORDOBA;PM10_CORDOBA;CO_LA_BOCA;NO2_LA_BOCA;PM10_LA_BOCA
08/03/2017;3; ; ; ;0,54;5; ; ; ;37
08/03/2017;4; ; ; ;0,51;6; ; ; ;37
08/03/2017;5; ; ; ;0,49;15; ; ; ;38
08/03/2017;6; ; ; ;0,48;17; ; ; ;39
08/03/2017;7; ; ; ;0,46;14; ; ; ;39
08/03/2017;8; ; ; ;0,45;15; ; ; ;39
08/03/2017;9; ; ; ;0,46;20; ; ; ;37
08/03/2017;10; ; ; ;0,49;14; ; ;21;37
08/03/2017;11; ; ; ;0,51;12; ; ;20;36
08/03/2017;12; ; ; ;0,53;16; ; ;19;37
08/03/2017;13; ; ; ;0,57;16; ; ;20;37
08/03/2017;14; ; ; ;0,6;15; ; ;19;38
08/03/2017;15; ; ; ;0,63;22; ;0,52;21;38
08/03/2017;16; ; ; ;0,68;24; ;0,54;19;39
08/03/2017;17; ; ; ;0,79;29; ;0,54;21;39
08/03/2017;18; ; ; ;0,89;30; ;0,58;20;38
08/03/2017;19; ; ; ;1,03;33; ;0,62;21;40
08/03/2017;20; ; ; ;1,05;26; ;0,65;20;47
08/03/2017;21; ; ; ;1,06;25; ;0,68;21;49
08/03/2017;22; ; ; ;1,05;21; ;0,71;22;49
08/03/2017;23; ; ; ;1,04;15; ;0,73;23;48
08/03/2017;24; ; ; ;0,99;15; ;0,71;18;52
09/03/2017;1; ; ; ;0,88;11; ;0,74;10;51
09/03/2017;2; ; ; ;0,77;15; ;0,76;8;51
09/03/2017;3; ; ; ;0,63;8; ; ;7;51
09/03/2017;4; ; ; ;0,6;7; ; ;7;49
09/03/2017;5; ; ; ;0,58;8; ; ;8;49
09/03/2017;6; ; ; ;0,58;14; ; ;12;48
09/03/2017;7; ; ; ;0,6;20; ; ;21;47
09/03/2017;8; ; ; ;0,64;25; ; ;27;47
09/03/2017;9; ; ; ;0,74;29; ;0,34;25;48
09/03/2017;10; ; ; ;0,82;26; ;0,36;32;47
09/03/2017;11; ; ; ;0,86; ; ;0,35;34;48
09/03/2017;12; ; ; ;0,9; ; ;0,36;23;47
09/03/2017;13; ; ; ;1,03; ; ;0,38;17;46
09/03/2017;14; ; ; ;1,14;24; ;0,39;11;46
09/03/2017;15; ; ; ;1,27;21; ;0,35;9;43
09/03/2017;16; ; ; ;1,43;36; ;0,31;9;41
09/03/2017;17; ; ; ;1,49;54; ;0,25;5;40
09/03/2017;18; ; ; ;1,6;36; ;0,18;5;39
09/03/2017;19; ; ; ;1,64;33; ;0,17;10;35
09/03/2017;20; ; ; ;1,66;32; ;0,18;19;27
09/03/2017;21; ; ; ;1,71;28; ;0,18;22;23
09/03/2017;22; ; ; ;1,72;25; ;0,18;23;22
09/03/2017;23; ; ; ;1,64;19; ;0,18;11;22
09/03/2017;24; ; ; ;1,5;17; ;0,16;11;17
10/03/2017;1; ; ; ;1,36;14; ;0,15;9;17
10/03/2017;2; ; ; ;1,19;12; ;0,16;10;17
10/03/2017;3; ; ; ;1;11; ;0,16;10;17
10/03/2017;4; ; ; ;0,82;6; ;0,14;9;17
10/03/2017;5; ; ; ;0,64;5; ;0,12;8;17
10/03/2017;6; ; ; ;0,5;11; ;0,11;12;18
10/03/2017;7; ; ; ;0,45;17; ;0,14;19;18
10/03/2017;8; ; ; ;0,41;19; ;0,2;19;19
10/03/2017;9; ; ; ;0,41;19; ;0,23;17;19
10/03/2017;10; ; ; ;0,44;17; ;0,25;17;21
10/03/2017;11; ; ; ;0,47;16; ;0,23;13;21
10/03/2017;12; ; ; ;0,52;16; ;0,24;11;21
10/03/2017;13; ; ; ;0,55; ; ;0,26;11;22
10/03/2017;14; ; ; ;0,59; ; ;0,28;13;22
10/03/2017;15; ; ; ;0,7;22; ;0,28;15;23
10/03/2017;16; ; ; ;0,78;23; ;0,26;15;25
10/03/2017;17; ; ; ;0,88;28; ;0,27;17;25
10/03/2017;18; ; ; ;0,95;25; ;0,28;16;26
10/03/2017;19; ; ; ;1,04;28; ;0,32;17;27
10/03/2017;20; ; ; ;1,1;26;30;0,36;24;27
10/03/2017;21; ; ; ;1,07;27;30;0,4;26;27
10/03/2017;22; ; ; ;1,05;26;31;0,47;30;27
10/03/2017;23; ; ; ;1,05;27;31;0,53;29;29
10/03/2017;24; ; ; ;1,08;26;32;0,6;28;31
11/03/2017;1; ; ; ;1,09;24;33;0,67;25;33
11/03/2017;2; ; ; ;1,1;24;34;0,75;26;36
11/03/2017;3; ; ; ;1,05;22;35;0,78;24;38
11/03/2017;4; ; ; ;1,02;21;36;0,77;23;40
11/03/2017;5; ; ; ;0,99;19;37;0,69;22;40
11/03/2017;6; ; ; ;0,95;18;37;0,67;21;41
11/03/2017;7; ; ; ;0,9;19;38;0,55;21;41
11/03/2017;8; ; ; ;0,8;16;38;0,48;22;41
11/03/2017;9; ; ; ;0,7;12;39; ;20;40
11/03/2017;10; ; ; ;0,61;10;39; ;20;40
11/03/2017;11; ; ; ;0,55;10; ; ;20;38
11/03/2017;12; ; ; ;0,51;10; ; ;21;38
11/03/2017;13; ; ; ;0,49;9; ; ;20;37
11/03/2017;14; ; ; ;0,46;6; ; ;21;38
11/03/2017;15; ; ; ;0,43;8; ; ;22;37
11/03/2017;16; ; ; ;0,44;9; ; ;24;37
11/03/2017;17; ; ; ;0,43;7; ; ;24;37
11/03/2017;18; ; ; ;0,44;12; ; ;25;37
11/03/2017;19; ; ; ;0,45;12; ; ;27;36
11/03/2017;20; ; ; ;0,46;15; ; ;31;36
11/03/2017;21; ; ; ;0,49;20; ; ;35;37
11/03/2017;22; ; ; ;0,49;11; ; ;47;36
11/03/2017;23; ; ; ;0,49;9; ; ;38;34
11/03/2017;24; ; ; ;0,49;8; ; ;25;33
12/03/2017;1; ; ; ;0,51;12; ; ;27;31
12/03/2017;2; ; ; ;0,52;17; ; ;23;28
12/03/2017;3; ; ; ;0,54;17; ; ;17;26
12/03/2017;4; ; ; ;0,54;11; ; ;12;24
12/03/2017;5; ; ; ;0,52;11; ; ;12;23
12/03/2017;6; ; ; ;0,51;11; ;0,33;11;22
12/03/2017;7; ; ; ;0,52;15; ;0,35;11;21
12/03/2017;8; ; ; ;0,52;13; ;0,35;12;20
12/03/2017;9; ; ; ;0,51;8; ;0,34;7;20
12/03/2017;10; ; ; ;0,48;6; ;0,33;6;20
12/03/2017;11; ; ; ;0,46;6; ;0,34;6;21
12/03/2017;12; ; ; ;0,47;8; ;0,37;7;22
12/03/2017;13; ; ; ;0,47;7; ;0,38;8;22
12/03/2017;14; ; ; ;0,48;7; ;0,38;7;22
12/03/2017;15; ; ; ;0,48;9; ;0,37;7;22
12/03/2017;16; ; ; ;0,49;8; ; ;8;22
12/03/2017;17; ; ; ;0,5;10; ; ;8;23
12/03/2017;18; ; ; ;0,52;11;20; ;8;23
12/03/2017;19; ; ; ;0,57;15;21; ;9;23
12/03/2017;20; ; ; ;0,61;18;21; ;12;23
12/03/2017;21; ; ; ;0,67;20;21; ;14;22
12/03/2017;22; ; ; ;0,71;20;21; ;15;22
12/03/2017;23; ; ; ;0,78;19;22; ;17;23
12/03/2017;24; ; ; ;0,81;20;22;0,26;18;23
13/03/2017;1; ; ; ;0,82;18;22;0,26;19;23
13/03/2017;2; ; ; ;0,82;18;22;0,27;20;24
13/03/2017;3; ; ; ;0,78;16;22;0,26;20;24
13/03/2017;4; ; ; ;0,73;14;22;0,24;18;25
13/03/2017;5; ; ; ;0,66;16;23;0,24;18;25
13/03/2017;6; ; ; ;0,62;18;23;0,24;21;25
13/03/2017;7; ; ; ;0,56;20;24;0,26;24;26
13/03/2017;8; ; ; ;0,56;25;24;0,33;26;27
13/03/2017;9; ; ; ;0,59;24;25;0,38;30;28
13/03/2017;10; ; ; ;0,61;23;25;0,41;28;28
13/03/2017;11; ; ; ;0,63;22;25;0,45;27;30
13/03/2017;12; ; ; ;0,66;21;26;0,48;28;30
13/03/2017;13; ; ; ;0,68;21;26;0,5;29;31
13/03/2017;14; ; ; ;0,7;20;26;0,53;29;32
13/03/2017;15; ; ; ;0,73;22;27;0,54;27;33
13/03/2017;16; ; ; ;0,72;23;28;0,52;27;34
13/03/2017;17; ; ; ;0,72;25;28;0,5;29;35
13/03/2017;18; ; ; ;0,73;28;29;0,49;30;35
13/03/2017;19; ; ; ;0,75;26;30;0,48;35;36
13/03/2017;20; ; ; ;0,76;23;30;0,47;39;37
13/03/2017;21; ; ; ;0,78;23;30;0,46;34;37
13/03/2017;22; ; ; ;0,77;21;30;0,42;33;38
13/03/2017;23; ; ; ;0,76;21;29;0,39;31;37
13/03/2017;24; ; ; ;0,74;22;29;0,34;31;36
14/03/2017;1; ; ; ;0,71;24;29;0,32;34;36
14/03/2017;2; ; ; ;0,66;20;29;0,28;33;37
14/03/2017;3; ; ; ;0,61;13;29;0,24;26;37
14/03/2017;4; ; ; ;0,58;11;29;0,2;25;37
14/03/2017;5; ; ; ;0,53;9;28;0,19;22;37
14/03/2017;6; ; ; ;0,5;13;28;0,17;24;36
14/03/2017;7; ; ; ;0,53;26;28;0,16;24;37
14/03/2017;8; ; ; ;0,6;32;29;0,18;26;39
14/03/2017;9; ; ; ;0,68;33;31;0,15;27;40
14/03/2017;10; ; ; ;0,75;39;32;0,16;27;39
14/03/2017;11; ; ; ;0,81;28;33;0,18;29;40
14/03/2017;12; ; ; ;0,86;25;34;0,21;27;40
14/03/2017;13; ; ; ;0,91;27;34;0,24;28;39
14/03/2017;14; ; ; ;0,95;30;34;0,28;29;38
14/03/2017;15; ; ; ;0,96; ;33;0,34;30;37
14/03/2017;16; ; ; ;0,91; ;33;0,35;27;37
14/03/2017;17; ; ; ; ; ;33;0,38;27;36
14/03/2017;18; ; ; ; ; ;33;0,4;29;36
14/03/2017;19; ; ; ; ; ; ;0,44;34;37
14/03/2017;20; ; ; ; ; ; ;0,47;26;36
14/03/2017;21; ; ; ; ; ; ;0,47;32;38
14/03/2017;22; ; ; ; ; ; ;0,46;32;41
14/03/2017;23; ; ; ; ; ; ;0,42;29;42
14/03/2017;24; ; ; ; ; ; ;0,38;21;41
15/03/2017;1; ; ; ; ; ; ;0,34;15;40
15/03/2017;2; ; ; ; ; ; ;0,33;11;39
15/03/2017;3; ; ; ; ; ; ;0,28;8;39
15/03/2017;4; ; ; ; ; ; ; ;7;39
15/03/2017;5; ; ; ; ; ; ; ;7;38
15/03/2017;6; ; ; ; ; ; ; ;10;38
15/03/2017;7; ; ; ; ; ; ; ;18;38
15/03/2017;8; ; ; ; ; ; ; ;19;36
15/03/2017;9; ; ; ; ; ; ; ;17;35
15/03/2017;10; ; ; ; ;21; ; ;17;35
15/03/2017;11; ; ; ; ;16; ; ;17;33
15/03/2017;12; ; ; ; ;22; ;0,1;17;33
15/03/2017;13; ; ; ; ;23; ;0,12;19;33
15/03/2017;14; ; ; ; ;39; ;0,2;26;35
15/03/2017;15; ; ; ;1,22;37; ;0,27;24;40
15/03/2017;16; ; ; ;1,22;23; ;0,26;20;42
15/03/2017;17; ; ; ;1,24;26; ;0,28;21;42
15/03/2017;18; ; ; ;1,3;26; ;0,3;24;41
15/03/2017;19; ; ; ;1,41;26; ;0,32;21;40
15/03/2017;20; ; ; ;1,44;24; ;0,35;20;38
15/03/2017;21; ; ; ;1,45;24; ;0,33;18;36
15/03/2017;22; ; ; ;1,37;22; ;0,26;18;32
15/03/2017;23; ; ; ;1,26;22; ;0,19;17;31
15/03/2017;24; ; ; ;1,22;19; ;0,2;17;31
16/03/2017;1; ; ; ;1,14;17; ;0,18;15;31
16/03/2017;2; ; ; ;1,05;14; ;0,18;15;32
16/03/2017;3; ; ; ;0,89;9; ;0,17;12;32
16/03/2017;4; ; ; ;0,8;7; ; ;11;32
16/03/2017;5; ; ; ;0,7;6; ; ;9;32
16/03/2017;6; ; ; ;0,62;7; ; ;8;32
16/03/2017;7; ; ; ;0,57;12; ; ;8;31
16/03/2017;8; ; ; ;0,57;18;25; ;8;30
16/03/2017;9; ; ; ;0,59;20;25; ;8;29
16/03/2017;10; ; ; ;0,63;19;25; ;7;29
16/03/2017;11; ; ; ;0,68;20;25; ; ;27
16/03/2017;12; ; ; ;0,76;20;25; ; ;26
16/03/2017;13; ; ; ;0,86;23;26; ; ;26
16/03/2017;14; ; ; ;0,99;28;27; ;12;23
16/03/2017;15; ; ; ;1,11;23;23; ;6;18
16/03/2017;16; ; ; ;1,12;20;22; ;7;15
16/03/2017;17; ; ; ;1,2;24;23; ;7;15
16/03/2017;18; ; ; ;1,26;27;23;0,33;8;15
16/03/2017;19; ; ; ;1,38;25;24;0,32;8;15
16/03/2017;20; ; ; ;1,49;28;25;0,32;11;16
16/03/2017;21; ; ; ;1,46;21;25;0,32;14;17
16/03/2017;22; ; ; ;1,39;21;26;0,34;16;18
16/03/2017;23; ; ; ;1,33;21;27;0,39;15;19
16/03/2017;24; ; ; ;1,34;22;27;0,44;17;20
17/03/2017;1; ; ; ;1,25;21;28;0,54;17;20
17/03/2017;2; ; ; ;1,15;20;28;0,62;18;20
17/03/2017;3; ; ; ;1,01;20;29;0,72;17;20
17/03/2017;4; ; ; ;0,87;19;30;0,8;15;21
17/03/2017;5; ; ; ;0,83;19;31;0,85;14;21
17/03/2017;6; ; ; ;0,8;16;32;0,86;14; 
17/03/2017;7; ; ; ;0,76;18;32;0,87;15; 
17/03/2017;8; ; ; ;0,78;24;33;0,91;15; 
17/03/2017;9; ; ; ;0,82;25;34;0,91;18; 
17/03/2017;10; ; ; ;0,87;24;35;0,9;17; 
17/03/2017;11; ; ; ;0,89;26;35;0,86;14; 
17/03/2017;12; ; ; ;0,92;25;36;0,8;11; 
17/03/2017;13; ; ; ;0,96;31;36;0,77;9; 
17/03/2017;14; ; ; ;1,01;25;36;0,77;10; 
17/03/2017;15; ; ; ;1,07;24;36;0,77;10; 
17/03/2017;16; ; ; ;1,05;24;35;0,75;11; 
17/03/2017;17; ; ; ;0,99;23;36;0,75;21; 
17/03/2017;18; ; ; ;0,92;53;36;0,8;27; 
17/03/2017;19; ; ; ;0,88;29;37;0,87;29; 
17/03/2017;20; ; ; ;0,83;31;36;0,95;26; 
17/03/2017;21; ; ; ;0,8;29;36;1,02;23; 
17/03/2017;22; ; ; ;0,77;26;36;1,07;21; 
17/03/2017;23; ; ; ;0,7;16;36;1,09;18; 
17/03/2017;24; ; ; ;0,63;16;36;1,08;14; 
18/03/2017;1; ; ; ;0,62;13;35;1,02;14; 
18/03/2017;2; ; ; ;0,6;8;34;0,95;14; 
18/03/2017;3; ; ; ;0,58;9;34;0,88;13;32
18/03/2017;4; ; ; ;0,57;12;33;0,82;11;31
18/03/2017;5; ; ; ;0,52;10;32;0,78;13;30
18/03/2017;6; ; ; ;0,48;11;31;0,72;14;30
18/03/2017;7; ; ; ;0,47;14;30;0,7;15;29
18/03/2017;8; ; ; ;0,47;15;30;0,68;15;29
18/03/2017;9; ; ; ;0,46;13;29;0,67;13;28
18/03/2017;10; ; ; ;0,47;9;28;0,67;14;28
18/03/2017;11; ; ; ;0,47;9;28;0,67;13;27
18/03/2017;12; ; ; ;0,47;6;27;0,67;12;27
18/03/2017;13; ; ; ;0,48;8;26;0,69;11;27
18/03/2017;14; ; ; ;0,5;11;25;0,72;10;27
18/03/2017;15; ; ; ;0,51;10;24;0,75;11;27
18/03/2017;16; ; ; ;0,53;10;24;0,78;9;26
18/03/2017;17; ; ; ;0,55;13;24;0,84;13;26
18/03/2017;18; ; ; ;0,6;13;23;0,86;11;25
18/03/2017;19; ; ; ;0,64;15;23;0,89;11;25
18/03/2017;20; ; ; ;0,69;17;23;0,91;11;24
18/03/2017;21; ; ; ;0,74;18;22;0,94;13;24
18/03/2017;22; ; ; ;0,78;17;22;0,98;17;24
18/03/2017;23; ; ; ;0,81;15;21;1;17;24
18/03/2017;24; ; ; ;0,82;13;21;1,01;12;24
19/03/2017;1; ; ; ;0,82;12;21;0,97;9;24
19/03/2017;2; ; ; ;0,79;9;21;0,95;8;23
19/03/2017;3; ; ; ;0,76;9;22;0,93;7;23
19/03/2017;4; ; ; ;0,72;9;22;0,89;8;23
19/03/2017;5; ; ; ;0,67;8;22;0,83;8;24
19/03/2017;6; ; ; ;0,62;9;22;0,78;7;24
19/03/2017;7; ; ; ;0,58;8;22;0,74;9;23
19/03/2017;8; ; ; ;0,53;7;22;0,71;11;23
19/03/2017;9; ; ; ;0,5;3;21;0,74;10;23
19/03/2017;10; ; ; ;0,46;2;21;0,77;10;23
19/03/2017;11; ; ; ;0,45;2;20;0,79;10;23
19/03/2017;12; ; ; ;0,43;1;20;0,84;10;23
19/03/2017;13; ; ; ;0,42;6;20;0,87;10;22
19/03/2017;14; ; ; ;0,41;13;20;0,89;7;22
19/03/2017;15; ; ; ;0,41;9;20;0,87;8;22
19/03/2017;16; ; ; ;0,43;5;19;0,85;9;23
19/03/2017;17; ; ; ;0,46;8;18;0,82;11;24
19/03/2017;18; ; ; ;0,49;8;18;0,77;9;25
19/03/2017;19; ; ; ;0,52;11;17;0,73;9;26
19/03/2017;20; ; ; ;0,56;13;17;0,69;11;27
19/03/2017;21; ; ; ;0,59;15;16;0,64;8;27
19/03/2017;22; ; ; ;0,62;10;16;0,61;10;26
19/03/2017;23; ; ; ;0,64;11;16;0,61;16;27
19/03/2017;24; ; ; ;0,65;11;16;0,63;16;28
20/03/2017;1; ; ; ;0,65;9;16;0,63;12;29
20/03/2017;2; ; ; ;0,63;7;16;0,63;7;30
20/03/2017;3; ; ; ;0,6;6;15;0,59;6;29
20/03/2017;4; ; ; ;0,56;6;16;0,52;6;29
20/03/2017;5; ; ; ;0,51;9;16;0,48;7;29
20/03/2017;6; ; ; ;0,48;11;16;0,43;13;29
20/03/2017;7; ; ; ;0,45;13;16;0,38;14;29
20/03/2017;8; ; ; ;0,47;20;16;0,33;14;30
20/03/2017;9; ; ; ;0,48;16;17;0,3;14;30
20/03/2017;10; ; ; ;0,5;14;17;0,27;16;30
20/03/2017;11; ; ; ;0,55;16;17;0,24;15;30
20/03/2017;12; ; ; ;0,61;17;18;0,25;15;30
20/03/2017;13; ; ; ;0,67;15;18;0,26;14;31
20/03/2017;14; ; ; ;0,72;12;19; ;13;32
20/03/2017;15; ; ; ;0,78;14;19; ;14;31
20/03/2017;16; ; ; ;0,8;15;20; ;16;31
20/03/2017;17; ; ; ;0,84;16;20; ;18;30
20/03/2017;18; ; ; ;0,86;22;21; ;16;29
20/03/2017;19; ; ; ;0,89;21;21; ;14;29
20/03/2017;20; ; ; ;0,89;18;22; ;13;29
20/03/2017;21; ; ; ;0,87;15;22;0,06;11;30
20/03/2017;22; ; ; ;0,85;12;22;0,06;12;31
20/03/2017;23; ; ; ;0,81;11;22;0,06;9;32
20/03/2017;24; ; ; ;0,77;8;22; ;9;32
21/03/2017;1; ; ; ;0,71;8;22; ;11;31
21/03/2017;2; ; ; ;0,65;6;22; ;6;30
21/03/2017;3; ; ; ;0,56;4;22; ;6;30
21/03/2017;4; ; ; ;0,51;6;22; ;6;30
21/03/2017;5; ; ; ;0,47;4;22; ;6;29
21/03/2017;6; ; ; ;0,44;6;21;0,58;7;29
21/03/2017;7; ; ; ;0,42;9;21;0,58;11;29
21/03/2017;8; ; ; ;0,42;11;21;0,61;13;28
21/03/2017;9; ; ; ;0,43;10;21;0,65;14;28
21/03/2017;10; ; ; ;0,46;13;20;0,67;12;30
21/03/2017;11; ; ; ;0,49;11;20;0,67;14;31
21/03/2017;12; ; ; ;0,51; ;20;0,69;14;31
21/03/2017;13; ; ; ;0,53; ;19;0,73;14;30
21/03/2017;14; ; ; ;0,64; ;20;0,85;13;30
21/03/2017;15; ; ; ;0,73; ;20;1;15;31
21/03/2017;16; ; ; ;0,79;17;19;1,14;15;31
21/03/2017;17; ; ; ;0,83;15;19;1,29;16;31
21/03/2017;18; ; ; ;0,85;18;19;1,45;17;30
21/03/2017;19; ; ; ;0,89;18;18;1,63;15;31
21/03/2017;20; ; ; ;0,87;16;18;1,8;14;33
21/03/2017;21; ; ; ;0,84;16;17;1,95;14;32
21/03/2017;22; ; ; ;0,79;16;17;2,01;11;32
21/03/2017;23; ; ; ;0,75;17;18;2,04;8;33
21/03/2017;24; ; ; ;0,7;13;18;2,05;9;32
22/03/2017;1; ; ; ;0,68;11;18;1,98;9;31
22/03/2017;2; ; ; ;0,63;8;18;2,06;5;31
22/03/2017;3; ; ; ;0,57;10;18;1,97;6;31
22/03/2017;4; ; ; ;0,52;10;18;1,94;5;32
22/03/2017;5; ; ; ;0,49;8;18;1,92;8;32
22/03/2017;6; ; ; ;0,47;10;18; ;10;33
22/03/2017;7; ; ; ;0,45;14;18; ;11;34
22/03/2017;8; ; ; ;0,47;15;18; ;11;34
22/03/2017;9; ; ; ;0,49;17;18; ;12;34
22/03/2017;10; ; ; ;0,52;15;18; ;11;33
22/03/2017;11; ; ; ;0,59;14;19; ; ;33
22/03/2017;12; ; ; ;0,64;13;19; ; ;33
22/03/2017;13; ; ; ;0,69;14;19; ;12;34
22/03/2017;14; ; ; ;0,73;16;18; ;12;34
22/03/2017;15; ; ; ;0,8;21;18; ;12;34
22/03/2017;16; ; ; ;0,83;20;19; ;14;36
22/03/2017;17; ; ; ;0,86;16;20; ;14;36
22/03/2017;18; ; ; ;0,88;17;20; ;14;37
22/03/2017;19; ; ; ;0,86;17;20; ;15;36
22/03/2017;20; ; ; ;0,86;20;20; ;17;39
22/03/2017;21; ; ; ;0,85;16;20; ;15;40
22/03/2017;22; ; ; ;0,82;15;21; ;14;39
22/03/2017;23; ; ; ;0,77;13;21; ;12;38
22/03/2017;24; ; ; ;0,7;12;21; ;13;38
23/03/2017;1; ; ; ;0,65;15;21; ;12;39
23/03/2017;2; ; ; ;0,6;17;21; ;11;39
23/03/2017;3; ; ; ;0,57;13;21; ;6;39
23/03/2017;4; ; ; ;0,53;16;21; ;10;38
23/03/2017;5; ; ; ;0,52;20;21; ;11;37
23/03/2017;6; ; ; ;0,51;20;21; ;10;37
23/03/2017;7; ; ; ;0,51;22;20; ;10;37
23/03/2017;8; ; ; ;0,52;18;20; ;11;38
23/03/2017;9; ; ; ;0,54;20;20; ;12;39
23/03/2017;10; ; ; ;0,55;18;20; ;14;38
23/03/2017;11; ; ; ;0,58;17;19; ;16;37
23/03/2017;12; ; ; ;0,65;20;20; ;14;36
23/03/2017;13; ; ; ;0,68;24;20; ;13;35
23/03/2017;14; ; ; ;0,7;23;20; ;14;34
23/03/2017;15; ; ; ;0,7;29;20; ;13;33
23/03/2017;16; ; ; ;0,73;30;19; ;14;32
23/03/2017;17; ; ; ;0,76;30;19; ;15;32
23/03/2017;18; ; ; ;0,83;31;19; ;17;31
23/03/2017;19; ; ; ;0,86;30;20; ;17;30
23/03/2017;20; ; ; ;0,87;29;19; ;17;26
23/03/2017;21; ; ; ;0,88;24;19; ;16;27
23/03/2017;22; ; ; ;0,9;25;19; ;18;27
23/03/2017;23; ; ; ;0,94;19;18; ;18;26
23/03/2017;24; ; ; ;0,95;22;18; ;17;26
24/03/2017;1; ; ; ;0,91;27;18; ;15;27
24/03/2017;2; ; ; ;0,85;20;19; ;16;27
24/03/2017;3; ; ; ;0,78;13;19; ;18;28
24/03/2017;4; ; ; ;0,72;12;19; ;17;29
24/03/2017;5; ; ; ;0,69;19;19; ;16;30
24/03/2017;6; ; ; ;0,7;24;19; ;14;30
24/03/2017;7; ; ; ;0,71;25;20; ;14;31
24/03/2017;8; ; ; ;0,74;27;20; ;15;32
24/03/2017;9; ; ; ;0,83;33;21; ;17;33
24/03/2017;10; ; ; ;0,88;28;22; ;20;34
24/03/2017;11; ; ; ;0,93;41;24; ;21;34
24/03/2017;12; ; ; ;0,99;42;25; ;19;34
24/03/2017;13; ; ; ;1,01;40;27; ;24;35
24/03/2017;14; ; ; ;1;36;28; ;26;37
24/03/2017;15; ; ; ;0,97;45;30; ;23;38
24/03/2017;16; ; ; ;0,9;30;30; ;21;36
24/03/2017;17; ; ; ;0,81;18;29; ;19;35
24/03/2017;18; ; ; ;0,79;40;29; ;20;33
24/03/2017;19; ; ; ;0,77;25;29; ;20;34
24/03/2017;20; ; ; ;0,78;33;30; ;21;35
24/03/2017;21; ; ; ;0,77;28;31; ;20;38
24/03/2017;22; ; ; ;0,77;21;32; ;18;39
24/03/2017;23; ; ; ;0,78;20;33; ;15;39
24/03/2017;24; ; ; ;0,8;22;33; ;12;37
25/03/2017;1; ; ; ;0,83;21;34; ;11;36
25/03/2017;2; ; ; ;0,82;19;34; ;12;36
25/03/2017;3; ; ; ;0,81;14;34; ;8;37
25/03/2017;4; ; ; ;0,75;11;35; ;7;36
25/03/2017;5; ; ; ;0,71;17;35; ;8;36
25/03/2017;6; ; ; ;0,7;15;36; ;14;36
25/03/2017;7; ; ; ;0,66;17;36; ;15;35
25/03/2017;8; ; ; ;0,64;19;36; ;14;33
25/03/2017;9; ; ; ;0,6;14;35; ;15;30
25/03/2017;10; ; ; ;0,57;12;34; ;16;29
25/03/2017;11; ; ; ;0,54;17;32; ;15;29
25/03/2017;12; ; ; ;0,55;19;31; ;13;29
25/03/2017;13; ; ; ;0,57;16;30; ;13;28
25/03/2017;14; ; ; ;0,58;13;29; ;13;27
25/03/2017;15; ; ; ;0,6;13;27; ;14;28
25/03/2017;16; ; ; ;0,6;12;28; ;13;29
25/03/2017;17; ; ; ;0,62;10;28; ;14;30
25/03/2017;18; ; ; ;0,65;16;29; ;15;32
25/03/2017;19; ; ; ;0,67;18;28; ;16;32
25/03/2017;20; ; ; ;0,67;16;28; ;16;32
25/03/2017;21; ; ; ;0,67;18;27; ;16;28
25/03/2017;22; ; ; ;0,67;18;26; ;15;29
25/03/2017;23; ; ; ;0,7;19;26; ;16;29
25/03/2017;24; ; ; ;0,74;16;26; ;16;29
26/03/2017;1; ; ; ;0,74;11;26; ;11;29
26/03/2017;2; ; ; ;0,71;8;26; ;9;28
26/03/2017;3; ; ; ;0,67;5;25; ;6;27
26/03/2017;4; ; ; ;0,63;4;25; ;4;27
26/03/2017;5; ; ; ;0,59;6;24; ;4;27
26/03/2017;6; ; ; ;0,55;7;24; ;4;27
26/03/2017;7; ; ; ;0,47;6;23; ;6;26
26/03/2017;8; ; ; ;0,39;5;23; ;7;26
26/03/2017;9; ; ; ;0,36;5;23; ;7;26
26/03/2017;10; ; ; ;0,34;4;23; ;7;26
26/03/2017;11; ; ; ;0,34;6;23; ;6;26
26/03/2017;12; ; ; ;0,34;5;23; ;8;26
26/03/2017;13; ; ; ;0,35;6;23; ;10;26
26/03/2017;14; ; ; ;0,35;5;23; ;7;25
26/03/2017;15; ; ; ;0,36;6;22; ;8;23
26/03/2017;16; ; ; ;0,38;8;21; ;9;24
26/03/2017;17; ; ; ;0,42;13; ; ;11;26
26/03/2017;18; ; ; ;0,47;14; ; ;13;27
26/03/2017;19; ; ; ;0,51;14; ; ;11;26
26/03/2017;20; ; ; ;0,56;15; ; ;13;25
26/03/2017;21; ; ; ;0,59;12; ; ;13;25
26/03/2017;22; ; ; ;0,61;11; ; ;13;21
26/03/2017;23; ; ; ;0,63;10; ; ;13;21
26/03/2017;24; ; ; ;0,62;11; ; ;10;21
27/03/2017;1; ; ; ;0,59;10; ; ;7;22
27/03/2017;2; ; ; ;0,56;8; ; ;3;22
27/03/2017;3; ; ; ;0,52;6; ; ;3;23
27/03/2017;4; ; ; ;0,47;7; ; ;2;23
27/03/2017;5; ; ; ;0,43;7; ; ;6;24
27/03/2017;6; ; ; ;0,4;9; ; ;9;24
27/03/2017;7; ; ; ;0,38;11; ; ;10;24
27/03/2017;8; ; ; ;0,38;12; ; ;10;26
27/03/2017;9; ; ; ;0,39;13; ; ;11;26
